     -5.39966830e-01      -6.14937057e-02      -5.02821461e-02       4.98291538e-03      -4.52539315e-01       5.34983915e-01    0.000    0.000            2  7.94500e-01         -nan
      2.84361456e-01      -3.29932202e-01       2.98944094e-01      -6.28876296e-01      -6.52573084e-02       3.44514841e-01    0.000   80.000            1 -7.80000e-01         -nan
     -7.06887989e-01      -4.90442640e-02      -1.36373081e-01       2.96517617e-01       3.17786813e-01       4.10370373e-01    0.000   84.500            1  2.82500e+00         -nan
      3.14009114e-01      -4.10828591e-01      -2.50335044e-01      -2.92106010e-01      -4.19938732e-01      -2.19031049e-02    0.500   35.500            1 -1.62000e+00         -nan
      6.45673507e-01      -3.01203549e-01       1.26332136e-01      -4.70296477e-01      -2.42696385e-01      -1.75377030e-01    0.500   36.000            1 -1.48950e+00         -nan
     -6.30865571e-01       7.79780826e-02      -1.75494691e-01       2.46959932e-01       3.99923710e-01       3.83905639e-01    0.500   72.000            3  5.98333e-01         -nan
     -3.94197443e-01       6.88372578e-02      -4.61354621e-01       1.34682592e-01       4.02459755e-01       2.59514851e-01    0.500   72.500            1  2.85500e+00         -nan
      1.73956929e-02      -3.54223176e-02      -2.89868126e-01      -6.04522861e-01      -2.43900233e-01       5.87127168e-01    0.500   80.000            3 -3.08333e-02         -nan
     -1.76890789e-01       6.11189237e-02       6.14268276e-02      -5.72085442e-01      -1.80893540e-01       7.48976231e-01    0.500   80.500            1  5.74500e-01         -nan
     -5.44526020e-01      -4.48845149e-01       1.09550959e-01       1.38155174e-01       2.14872678e-01       4.06370846e-01    0.500   84.000            2  9.98500e-01         -nan
     -6.83717330e-01       1.69510952e-01       2.88307562e-02       2.52761208e-01       3.34506243e-01       4.30956123e-01    0.500   84.500            2  4.91750e-01         -nan
     -1.30299520e-01       7.26191593e-02      -9.54423237e-03       7.41960325e-01      -1.54367584e-01      -6.11660805e-01    1.000  -55.000            1  1.57000e-01         -nan
     -3.61861760e-02       1.52861230e-01       2.41804821e-01      -2.91687634e-02      -6.44164661e-01       6.53549394e-02    1.000   35.500            1  2.14000e-01         -nan
      4.18590770e-01       1.78026870e-01       3.29697138e-01      -5.26413235e-01      -3.57251768e-01       1.07822465e-01    1.000   36.000            1 -8.73500e-01         -nan
      6.26014074e-01       2.29470359e-01      -1.09732661e-02       1.63523181e-02      -2.11719487e-01      -6.42366392e-01    1.000   62.000            1 -9.69500e-01         -nan
     -5.86216209e-01      -1.66830462e-01      -2.15781795e-01       2.56484589e-01       4.08077749e-01       3.29731620e-01    1.000   72.000            4  8.14000e-01         -nan
     -6.65653715e-01       2.59678098e-01      -1.93844214e-01       2.26761156e-01       2.26761156e-01       4.38892560e-01    1.000   72.500            1  1.82000e+00         -nan
     -1.56712233e-01      -3.26598834e-01       3.22081908e-01      -4.38643689e-01      -6.23586709e-02       5.95355923e-01    1.000   80.000            1  6.24500e-01         -nan
     -6.63226455e-02      -7.70650458e-03       7.34745153e-02       7.19828396e-01      -1.40468561e-01      -6.53505750e-01    1.500  -55.000            4  9.42500e-02         -nan
      6.66642215e-01      -6.99076862e-02       3.77879385e-02      -5.81934253e-01      -3.13954789e-01      -8.47079621e-02    1.500   35.500            1 -1.05850e+00         -nan
      2.71846044e-01      -1.02769550e-01      -8.03979471e-02      -5.90905491e-01      -4.69617226e-01       3.19059447e-01    1.500   36.000            2 -1.45800e+00         -nan
      4.62054637e-01       2.35542133e-01       9.29974675e-02      -3.12872808e-01      -5.18702057e-01      -1.49181830e-01    1.500   36.500            3 -9.97833e-01         -nan
     -7.83830830e-01       0.00000000e+00       0.00000000e+00       3.77221809e-01       1.97461439e-01       4.06609021e-01    1.500   72.000            1  7.60500e-01         -nan
      5.21983157e-01       5.63705189e-02       2.69427538e-02       9.41688482e-03       4.67574489e-01      -5.31400042e-01    1.500   79.000            1 -1.99550e+00         -nan
      2.73169819e-02       2.90181592e-01      -4.15806994e-01      -4.96122192e-01      -9.78176956e-02       4.68805210e-01    1.500   79.500            1 -8.35000e-02         -nan
      2.14018757e-02       5.46806165e-03      -1.04598728e-01      -6.84683633e-01      -1.85561318e-01       6.63281757e-01    1.500   80.000            2 -3.05000e-02         -nan
     -6.48414621e-01       2.02174222e-01       1.64835739e-01       3.94330802e-01       3.34224952e-01       2.54083819e-01    1.500   84.500            1  3.56000e+00         -nan
     -5.40175942e-02       8.65011474e-02       5.46899326e-02       7.10546511e-01      -1.41824999e-01      -6.56528917e-01    2.000  -55.000            4  1.17500e-01         -nan
     -9.45758106e-02      -7.29708657e-02       7.88022308e-03       7.45771178e-01       5.08274388e-03      -6.51195368e-01    2.000  -54.500            5  2.39900e-01         -nan
     -2.46442183e-01      -2.20590285e-01       1.20767992e-02      -4.25612821e-01      -3.23148728e-01       6.72055005e-01    2.000   36.000            1  1.30600e+00         -nan
      6.29652550e-01       3.13297992e-02       3.39278801e-02      -5.45596991e-01      -3.83751833e-01      -8.40555588e-02    2.000   36.500            2 -1.03000e+00         -nan
      5.54530257e-01       3.74944966e-01      -6.63333057e-02       6.39064775e-02       8.93881742e-02      -6.18436735e-01    2.000   59.000            1 -6.86500e-01         -nan
      5.92107702e-01       1.76471315e-01      -2.26394121e-02       1.50929414e-01      -7.48842093e-02      -7.43037116e-01    2.000   61.500            1 -5.10000e-01         -nan
      6.21977059e-01       2.85281551e-01      -1.22075192e-01      -1.05464529e-02      -1.52659905e-01      -6.11430606e-01    2.000   63.000            1 -1.17950e+00         -nan
     -6.65479730e-01       0.00000000e+00       0.00000000e+00       1.58953331e-01       3.71013190e-01       5.06526399e-01    2.000   72.000            1  9.08500e-01         -nan
     -6.53411142e-01      -3.39604377e-02      -2.42574555e-01       3.49230351e-01       3.45379961e-01       3.04180791e-01    2.000   72.500            1  2.82500e+00         -nan
      5.85294220e-01      -3.67400783e-01       1.83177029e-01      -2.56273386e-01      -2.70578639e-01      -3.29020834e-01    2.000   78.000            1 -5.57500e-01         -nan
     -6.49445565e-01       0.00000000e+00       0.00000000e+00       1.65603192e-01       3.97927505e-01       4.83842373e-01    2.000   79.000            1  1.89450e+00         -nan
     -6.27459310e-02       1.67433734e-02       1.23878713e-01       7.25193885e-01      -5.78508583e-03      -6.62447954e-01    2.500  -54.500            4  1.41500e-01         -nan
     -5.82073172e-02      -7.26128969e-02      -7.63422602e-02       7.21229609e-01       8.55559812e-02      -6.63022292e-01    2.500  -54.000            1  1.35000e-01         -nan
      5.28795233e-01      -6.77129987e-02       2.82910474e-01      -6.26036046e-01      -2.73634721e-01       9.72408132e-02    2.500  -33.500            1 -1.14050e+00         -nan
      1.91083811e-01       7.08592623e-02      -3.67617853e-01      -4.21707090e-01      -4.75465650e-01       2.30623279e-01    2.500   36.500            2 -3.36750e-01         -nan
      7.01288487e-01       2.48227794e-01       3.74365287e-02      -9.06121386e-02       2.25968236e-02      -6.10676348e-01    2.500   62.500            1 -1.03900e+00         -nan
     -6.59501183e-01       2.75675736e-03      -2.57368040e-01       2.55812946e-01       3.19501109e-01       4.03688238e-01    2.500   72.500            4  1.16625e+00         -nan
     -1.68385060e-01      -2.66167107e-01      -1.41622561e-02      -4.92346668e-01       2.74393712e-01       6.60731727e-01    2.500   79.000            3  2.69833e-01         -nan
     -6.73466972e-01       4.03375144e-02      -1.53259439e-01       5.98898435e-02       2.40984864e-01       6.13577129e-01    2.500   79.500            4  1.45613e+00         -nan
     -8.63327516e-02       6.12743046e-02      -2.30464549e-01      -5.81465715e-01      -2.17660963e-01       6.67798466e-01    2.500   80.000            1  2.35000e-01         -nan
     -4.13729311e-01       1.27151827e-01       9.80582638e-02       7.65384502e-01      -1.84102182e-01      -3.51655191e-01    3.000  -54.000            4  8.79125e-01         -nan
      4.69825450e-01      -3.74799895e-01      -2.83499114e-01      -2.60383605e-01      -3.36084157e-01      -2.09441845e-01    3.000   36.500            3 -1.19117e+00         -nan
      5.50070691e-01      -1.18732501e-01      -1.73911091e-01      -6.35393140e-01      -3.14430377e-01       8.53224491e-02    3.000   37.000            3 -1.67433e+00         -nan
     -6.02530749e-01      -1.52777572e-01      -1.85794466e-01       1.49645709e-01       3.83234170e-01       4.52885040e-01    3.000   72.500            4  1.13787e+00         -nan
     -6.97217066e-01      -1.82925642e-01      -2.93244055e-03       9.11989012e-02       1.88907820e-01       6.06018164e-01    3.000   79.500            8  7.43625e-01         -nan
     -1.25804712e-01       9.69346340e-02      -4.01504401e-01      -4.84864363e-01      -1.32209664e-01       6.10669075e-01    3.000   80.000            1  2.20000e-01         -nan
     -5.49154631e-01      -3.28890232e-01      -2.96252270e-01       4.70154026e-01      -1.99091568e-01       7.90006052e-02    3.500  -54.000            1  1.09100e+00         -nan
      1.07661170e-01       5.75688198e-02      -1.53548005e-01       4.91017174e-01      -4.09336738e-01      -5.98678344e-01    3.500   35.000            2 -2.90000e-01         -nan
      5.68261376e-01       5.59136578e-02       6.29028650e-02      -4.67888595e-02      -4.40902489e-01      -5.21472517e-01    3.500   36.000            1 -4.87500e-01         -nan
      6.05940552e-01       8.27753947e-02      -3.44512118e-01      -1.45974486e-01      -2.72835100e-01      -4.59966067e-01    3.500   36.500            1 -1.31100e+00         -nan
      3.96011296e-01      -2.49026827e-01      -1.87376763e-01      -4.26368708e-01      -4.82811755e-01       3.03574116e-02    3.500   37.000            3 -8.69500e-01         -nan
     -6.54288374e-01       9.19196420e-02      -1.82552195e-01       3.09634407e-01       3.69930975e-01       3.44653967e-01    3.500   72.500            7  8.71786e-01         -nan
