1	0.0689115536148581	21.5200561159485	862.759286236847	29.372764361511
1.5	0.126202546165553	16.7333965376288	1380.11635348028	37.1499172742051
2	0.183148405376405	13.7351938237199	1804.3727515547	42.4779089828431
2.5	0.237614899465151	11.6699536577189	2154.6769855667	46.4184983122752
3	0.288866922869912	10.1621423235461	2448.8960115273	49.4863214588365
3.5	0.336771328436843	9.01630098106031	2699.9952914338	51.9614789188473
4	0.381482212524041	8.1187140628239	2917.38122461186	54.0127876026767
4.5	0.423275938690664	7.39822714919918	3108.05021914958	55.749889857735
5	0.462462947096055	6.808026952166	3277.30481640579	57.2477494440243
5.5	0.499344342374123	6.316142612177	3429.21483482827	58.5594982460426
6	0.534193462149527	5.90007804293217	3566.93453388153	59.7238188152896
6.5	0.567250366485011	5.54360121825587	3692.93013243747	60.7694835623726
7	0.598722454998756	5.23474134288069	3809.14646863346	61.7182830985557
7.5	0.628787633944191	4.96449771333947	3917.13039534997	62.5869826349695
8	0.65759825575097	4.72598442841776	4018.12279871186	63.3886645916432
8.5	0.685285006016851	4.51385042117175	4113.12765180662	64.1336701881828
9	0.71196039707501	4.32387798878399	4202.9641589488	64.8302719333244
9.5	0.737721764001668	4.15269968246617	4288.30637848057	65.4851615137396
10	0.762653768445254	3.99759526199385	4369.71351847554	66.103808653326
10.5	0.786830461131171	3.85634379160545	4447.65324254232	66.6907283101807
11	0.810316968011541	3.72711433962954	4522.5197057347	67.2496818262711
11.5	0.833170864527916	3.60838411516196	4594.64759429027	67.7838298880365
12	0.855443295813008	3.49887638071929	4664.32311837885	68.2958499352548
12.5	0.877179892063649	3.3975128072145	4731.79266948864	68.78802707949
13	0.898421519748654	3.30337650700365	4797.26967903407	69.2623251056017
13.5	0.919204901612404	3.21568305426913	4860.94008493492	69.7204423747793
14	0.939563131873664	3.13375754613719	4922.96671601714	70.1638561940345
14.5	0.959526107602506	3.05701628018742	4983.49283135199	70.593858311839
15	0.979120892872245	2.98495199486307	5042.64499675742	71.011583539289
20	1.15925923044945	2.44587558982006	5578.22212106845	74.6874964171945
25	1.31947986953707	2.10184380630473	6048.33494594832	77.7710418211581
30	1.46636578931178	1.85965743066	6477.4577701079	80.4826550885835
40	1.73060368106005	1.53897571288503	7244.21686537523	85.1129653188938
50	1.96450598362891	1.33632784395959	7911.77814606001	88.9481767438772
60	2.17601900345442	1.19669385194566	8502.22053506624	92.2074863287479
70	2.37154518458952	1.09406444777225	9035.94545674954	95.0575902111426
