lon,lat,mean_maxshear,std_maxshear,mean_dilatation,std_dilatation,Exx_mean,Exy_mean,Eyy_mean,Exx_std,Exy_std,Eyy_std,mean_strain_rate,std_strain_rate
120.496113398153,45.9788339596646,0.00136458124546813,0.00180105052945366,0.000625474972072557,0.00379687030000943,0.000532648592445912,0.0013467446234387,9.28263796266452e-05,0.00280266790452684,0.00230590364273918,0.00261106016257648,0.00197984176673574,0.00267003939081877
76.99002453483,24.3238544764621,0.00334833757786222,0.00203914270379211,0.00528429732661027,0.00410830624776905,0.00564329302461048,-0.00148475488142973,-0.000358995698000205,0.00248647333903383,0.0024995487272597,0.00326048887963348,0.00603196719061525,0.00288241141172736
68.3475371451486,21.830942738939,0.00385810037188021,0.00133684244945293,0.00145607205614531,0.00256903361319329,-0.00296184565143071,0.0011268148342863,0.00441791770757601,0.00182228503206563,0.00193916069561993,0.00191745171317266,0.00555247241103889,0.00179982997910098
76.2615347072352,26.6839091167025,0.00412693686422352,0.00199278241074275,0.00464830858850084,0.0030425233462381,0.00454022721225155,-0.00348146933109988,0.000108081376249288,0.00183058338708481,0.00243945025891727,0.00249547778087505,0.00669825366267503,0.00274297336971976
77.3836871805501,28.7890246961021,0.00420151410425969,0.00282809610190072,0.000472347994264819,0.0041618417186478,0.00196524186243846,-0.00382923557455781,-0.00149289386817364,0.00288932611058618,0.00352544887997997,0.00334177512512447,0.00595121818205561,0.00399164359167427
83.7387645763823,28.6304450620638,0.0260431855998046,0.0100689955277816,-0.0610200137024594,0.0202200851941205,-0.00679459816169709,0.0107622909677406,-0.0542254155407623,0.0132786041782506,0.0142260353177411,0.0166247627720253,0.0567293228277573,0.0154387183450459
96.6833422269636,32.2082948937618,0.0152345936100453,0.00449083638042898,0.00456542390549893,0.00834051978414157,-0.00921159669337942,-0.00999868547413902,0.0137770205988784,0.00560092130585927,0.00496325272180616,0.00692658241739672,0.0217854821531431,0.00615067471037915
82.6870464560482,27.3336020836588,0.0180517346642678,0.00569231256975691,-0.00437706862995154,0.00929260927861901,0.000985615039003681,-0.0177704783353674,-0.00536268366895522,0.00576297772101685,0.00594259733184504,0.00725698242255015,0.0257159408475349,0.00787191574377849
111.296345189263,42.1613466199218,0.00366783727739633,0.00396383201345894,0.00201550473118242,0.0072976158076169,-0.000534949725614119,-0.0033276268647865,0.00255045445679654,0.00437496134602967,0.00566821576799351,0.00557428004653941,0.00537932990693316,0.0057473413839215
115.996939794781,30.6219220248153,0.00317496667639125,0.00320393522262718,-0.00516798039526248,0.00743940745957089,-0.00295425695550089,0.00315330238388449,-0.00221372343976159,0.00504301761243985,0.00367934188929499,0.00509948320315257,0.00578920007214282,0.00532703310651377
101.182822709371,30.244275700992,0.0174236890445334,0.00881079693000675,-0.00142462402744248,0.0191697366048607,-0.017387464641581,0.00505215050826613,0.0159628406141385,0.0152462273196725,0.011743206530015,0.014118633349216,0.0246614001356567,0.0117670884369872
95.8607931845704,26.6931960433048,0.0283173387777085,0.00402333423150519,-0.0201078522322697,0.0079508279945068,-0.0376076753830826,-0.00653165957362188,0.0174998231508129,0.00548663666300509,0.0032523150298875,0.00585831985042304,0.0424959552381214,0.00544827939006041
